used, total, date
2.74,5.43,1648427315132
2.77,5.43,1648427316136
2.78,5.48,1648427316148
2.78,5.48,1648427317136
2.78,5.48,1648427317146
2.79,5.48,1648427318142
2.79,5.48,1648427318144
2.79,5.48,1648427319138
2.79,5.48,1648427319141
2.79,5.48,1648427320139
2.79,5.48,1648427320142
2.79,5.48,1648427321140
2.79,5.48,1648427321143
2.79,5.48,1648427322141
2.79,5.48,1648427322144
2.8,5.48,1648427323143
2.8,5.48,1648427323145
2.04,4.48,1648427324143
2.04,4.48,1648427324146
2.04,4.48,1648427325144
2.04,4.48,1648427325147
2.04,4.48,1648427326144
2.04,4.48,1648427326145
2.04,4.48,1648427327145
2.04,4.48,1648427327148
2.05,4.48,1648427328147
2.05,4.48,1648427328149
2.05,4.48,1648427329148
2.05,4.48,1648427329150
2.05,4.48,1648427330148
2.05,4.48,1648427330149
2.05,4.48,1648427331149
2.05,4.48,1648427331154
2.05,4.48,1648427332150
2.05,4.48,1648427332152
2.05,4.48,1648427333151
2.05,4.48,1648427333153
2.05,4.48,1648427334152
2.05,4.48,1648427334154
2.06,4.48,1648427335152
2.06,4.48,1648427335154
2.06,4.48,1648427336152
2.06,4.48,1648427336155
2.06,4.48,1648427337152
2.06,4.48,1648427337155
2.06,4.48,1648427338152
2.06,4.48,1648427338155
2.06,4.48,1648427339154
2.06,4.48,1648427339157
2.06,4.48,1648427340156
2.06,4.48,1648427340157
2.06,4.48,1648427341157
2.06,4.48,1648427341160
2.07,4.48,1648427342158
2.07,4.48,1648427342161
2.07,4.48,1648427343159
2.07,4.48,1648427343160
2.07,4.48,1648427344160
2.07,4.48,1648427344161
2.07,4.48,1648427345161
2.07,4.48,1648427345162
2.07,4.48,1648427346162
2.07,4.48,1648427346165
2.07,4.48,1648427347163
2.07,4.48,1648427347165
2.07,4.48,1648427348164
2.07,4.48,1648427348167
2.07,4.48,1648427349164
2.08,4.48,1648427349167
2.08,4.48,1648427350166
2.08,4.48,1648427350169
2.08,4.48,1648427351168
2.08,4.48,1648427351171
2.08,4.48,1648427352170
2.08,4.48,1648427352173
2.08,4.48,1648427353172
2.08,4.48,1648427353174
2.08,4.48,1648427354172
2.08,4.48,1648427354175
2.08,4.48,1648427355172
2.08,4.48,1648427355175
2.08,4.48,1648427356174
2.08,4.48,1648427356177
2.09,4.48,1648427357176
2.09,4.48,1648427357179
2.09,4.48,1648427358176
2.09,4.48,1648427358177
2.09,4.48,1648427359176
2.09,4.48,1648427359179
2.09,4.48,1648427360177
2.09,4.48,1648427360179
2.09,4.48,1648427361178
2.09,4.48,1648427361181
2.09,4.48,1648427362180
2.09,4.48,1648427362181
2.09,4.48,1648427363180
2.09,4.48,1648427363183
2.1,4.48,1648427364180
2.1,4.48,1648427364183
2.1,4.48,1648427365180
2.1,4.48,1648427365181
2.1,4.48,1648427365182
