used, total, date
2.73,5.43,1648429380195
2.76,5.43,1648429380696
2.77,5.48,1648429380709
2.77,5.48,1648429381197
2.78,5.48,1648429381201
2.78,5.48,1648429381703
2.78,5.48,1648429381705
2.78,5.48,1648429382198
2.78,5.48,1648429382200
2.78,5.48,1648429382698
2.78,5.48,1648429382701
2.79,5.48,1648429383199
2.79,5.48,1648429383201
2.79,5.48,1648429383700
2.79,5.48,1648429383702
2.79,5.48,1648429384200
2.79,5.48,1648429384203
2.79,5.48,1648429384701
2.79,5.48,1648429384703
2.79,5.48,1648429385201
2.79,5.48,1648429385204
2.79,5.48,1648429385702
2.79,5.48,1648429385704
2.79,5.48,1648429386202
2.79,5.48,1648429386205
2.8,5.48,1648429386704
2.8,5.48,1648429386707
2.8,5.48,1648429387204
2.8,5.48,1648429387207
2.8,5.48,1648429387706
2.8,5.48,1648429387709
2.8,5.48,1648429388207
2.8,5.48,1648429388209
2.07,4.48,1648429388707
2.07,4.48,1648429388710
2.04,4.48,1648429389207
2.04,4.48,1648429389210
2.04,4.48,1648429389708
2.04,4.48,1648429389710
2.05,4.48,1648429390208
2.05,4.48,1648429390211
2.05,4.48,1648429390708
2.05,4.48,1648429390711
2.05,4.48,1648429391208
2.05,4.48,1648429391211
2.05,4.48,1648429391708
2.05,4.48,1648429391711
2.05,4.48,1648429392208
2.05,4.48,1648429392211
2.05,4.48,1648429392708
2.05,4.48,1648429392711
2.05,4.48,1648429393208
2.05,4.48,1648429393211
2.05,4.48,1648429393708
2.06,4.48,1648429393711
2.06,4.48,1648429394208
2.06,4.48,1648429394211
2.06,4.48,1648429394708
2.06,4.48,1648429394711
2.06,4.48,1648429395210
2.06,4.48,1648429395213
2.06,4.48,1648429395710
2.06,4.48,1648429395713
2.06,4.48,1648429396212
2.06,4.48,1648429396214
2.06,4.48,1648429396712
2.06,4.48,1648429396715
2.06,4.48,1648429397212
2.06,4.48,1648429397215
2.07,4.48,1648429397712
2.07,4.48,1648429397715
2.07,4.48,1648429398212
2.07,4.48,1648429398215
2.07,4.48,1648429398712
2.07,4.48,1648429398715
2.07,4.48,1648429399212
2.07,4.48,1648429399214
2.07,4.48,1648429399713
2.07,4.48,1648429399716
2.07,4.48,1648429400213
2.07,4.48,1648429400216
2.07,4.48,1648429400715
2.07,4.48,1648429400718
2.07,4.48,1648429401216
2.08,4.48,1648429401218
2.08,4.48,1648429401716
2.08,4.48,1648429401719
2.08,4.48,1648429402217
2.08,4.48,1648429402219
2.08,4.48,1648429402718
2.08,4.48,1648429402720
2.08,4.48,1648429403218
2.08,4.48,1648429403221
2.08,4.48,1648429403719
2.08,4.48,1648429403721
2.08,4.48,1648429404219
2.08,4.48,1648429404222
2.08,4.48,1648429404720
2.09,4.48,1648429404723
2.09,4.48,1648429405220
2.09,4.48,1648429405223
2.09,4.48,1648429405223
